sample_id,trajectory_id,step_id,changed_parameter,raw_changed_parameter,raw_JuvenileLeaves,actual_JuvenileLeaves,raw_Rmax_LTAR,actual_Rmax_LTAR,raw_Rmax_LTIR,actual_Rmax_LTIR,raw_PhyllFrmTassel,actual_PhyllFrmTassel,raw_StayGreen,actual_StayGreen,raw_LM_min,actual_LM_min,raw_Diffx,actual_Diffx,raw_Diffz,actual_Diffz,raw_thetaR,actual_thetaR,raw_thetaS,actual_thetaS,raw_Alfa,actual_Alfa,raw_n,actual_n,raw_Ks,actual_Ks
2556,183,7,Diffx,Diffx,16.0,16,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.95,4.95,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.086,0.086,0.4443333333333333,0.4443333333333333,0.04,0.04,1.4,1.4,24.166666666666668,24.166666666666668
2557,183,8,StayGreen,StayGreen,16.0,16,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.086,0.086,0.4443333333333333,0.4443333333333333,0.04,0.04,1.4,1.4,24.166666666666668,24.166666666666668
2558,183,9,thetaS,thetaS,16.0,16,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.086,0.086,0.387,0.387,0.04,0.04,1.4,1.4,24.166666666666668,24.166666666666668
2559,183,10,Rmax_LTAR,Rmax_LTAR,16.0,16,0.477,0.477,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.086,0.086,0.387,0.387,0.04,0.04,1.4,1.4,24.166666666666668,24.166666666666668
2560,183,11,thetaR,thetaR,16.0,16,0.477,0.477,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.4,1.4,24.166666666666668,24.166666666666668
2561,183,12,Ks,Ks,16.0,16,0.477,0.477,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.4,1.4,27.5,27.5
2562,183,13,Diffz,Diffz,16.0,16,0.477,0.477,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.4,1.4,27.5,27.5
2563,184,0,,,16.0,16,0.5456666666666666,0.5456666666666666,0.88,0.88,2.9,2.9,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.04,0.04,1.5066666666666666,1.5066666666666666,27.5,27.5
2564,184,1,PhyllFrmTassel,PhyllFrmTassel,16.0,16,0.5456666666666666,0.5456666666666666,0.88,0.88,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.04,0.04,1.5066666666666666,1.5066666666666666,27.5,27.5
2565,184,2,Alfa,Alfa,16.0,16,0.5456666666666666,0.5456666666666666,0.88,0.88,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,27.5,27.5
2566,184,3,n,n,16.0,16,0.5456666666666666,0.5456666666666666,0.88,0.88,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2567,184,4,thetaR,thetaR,16.0,16,0.5456666666666666,0.5456666666666666,0.88,0.88,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2568,184,5,Rmax_LTIR,Rmax_LTIR,16.0,16,0.5456666666666666,0.5456666666666666,0.96,0.96,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2569,184,6,thetaS,thetaS,16.0,16,0.5456666666666666,0.5456666666666666,0.96,0.96,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2570,184,7,Diffz,Diffz,16.0,16,0.5456666666666666,0.5456666666666666,0.96,0.96,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2571,184,8,Diffx,Diffx,16.0,16,0.5456666666666666,0.5456666666666666,0.96,0.96,3.3,3.3,4.95,4.95,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2572,184,9,Rmax_LTAR,Rmax_LTAR,16.0,16,0.477,0.477,0.96,0.96,3.3,3.3,4.95,4.95,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2573,184,10,StayGreen,StayGreen,16.0,16,0.477,0.477,0.96,0.96,3.3,3.3,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
2574,184,11,Ks,Ks,16.0,16,0.477,0.477,0.96,0.96,3.3,3.3,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
2575,184,12,JuvenileLeaves,JuvenileLeaves,18.666666666666668,19,0.477,0.477,0.96,0.96,3.3,3.3,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
2576,184,13,LM_min,LM_min,18.666666666666668,19,0.477,0.477,0.96,0.96,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
2577,185,0,,,20.0,20,0.5456666666666666,0.5456666666666666,0.96,0.96,2.7,2.7,4.65,4.65,130.0,130.0,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2578,185,1,Diffx,Diffx,20.0,20,0.5456666666666666,0.5456666666666666,0.96,0.96,2.7,2.7,4.65,4.65,130.0,130.0,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2579,185,2,Rmax_LTIR,Rmax_LTIR,20.0,20,0.5456666666666666,0.5456666666666666,0.88,0.88,2.7,2.7,4.65,4.65,130.0,130.0,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2580,185,3,thetaS,thetaS,20.0,20,0.5456666666666666,0.5456666666666666,0.88,0.88,2.7,2.7,4.65,4.65,130.0,130.0,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2581,185,4,JuvenileLeaves,JuvenileLeaves,17.333333333333332,17,0.5456666666666666,0.5456666666666666,0.88,0.88,2.7,2.7,4.65,4.65,130.0,130.0,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2582,185,5,Rmax_LTAR,Rmax_LTAR,17.333333333333332,17,0.477,0.477,0.88,0.88,2.7,2.7,4.65,4.65,130.0,130.0,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2583,185,6,LM_min,LM_min,17.333333333333332,17,0.477,0.477,0.88,0.88,2.7,2.7,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2584,185,7,n,n,17.333333333333332,17,0.477,0.477,0.88,0.88,2.7,2.7,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2585,185,8,Diffz,Diffz,17.333333333333332,17,0.477,0.477,0.88,0.88,2.7,2.7,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2586,185,9,PhyllFrmTassel,PhyllFrmTassel,17.333333333333332,17,0.477,0.477,0.88,0.88,3.1,3.1,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2587,185,10,thetaR,thetaR,17.333333333333332,17,0.477,0.477,0.88,0.88,3.1,3.1,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2588,185,11,Ks,Ks,17.333333333333332,17,0.477,0.477,0.88,0.88,3.1,3.1,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,22.5,22.5
2589,185,12,Alfa,Alfa,17.333333333333332,17,0.477,0.477,0.88,0.88,3.1,3.1,4.65,4.65,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
2590,185,13,StayGreen,StayGreen,17.333333333333332,17,0.477,0.477,0.88,0.88,3.1,3.1,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
2591,186,0,,,16.0,16,0.5113333333333333,0.5113333333333333,1.0,1.0,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
2592,186,1,Ks,Ks,16.0,16,0.5113333333333333,0.5113333333333333,1.0,1.0,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2593,186,2,Rmax_LTAR,Rmax_LTAR,16.0,16,0.58,0.58,1.0,1.0,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2594,186,3,Rmax_LTIR,Rmax_LTIR,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2595,186,4,LM_min,LM_min,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
2596,186,5,n,n,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2597,186,6,Diffx,Diffx,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2598,186,7,thetaR,thetaR,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.1,1.1,0.086,0.086,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2599,186,8,Diffz,Diffz,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2600,186,9,Alfa,Alfa,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2601,186,10,JuvenileLeaves,JuvenileLeaves,18.666666666666668,19,0.58,0.58,0.92,0.92,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2602,186,11,PhyllFrmTassel,PhyllFrmTassel,18.666666666666668,19,0.58,0.58,0.92,0.92,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2603,186,12,thetaS,thetaS,18.666666666666668,19,0.58,0.58,0.92,0.92,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.387,0.387,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2604,186,13,StayGreen,StayGreen,18.666666666666668,19,0.58,0.58,0.92,0.92,2.9,2.9,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.387,0.387,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2605,187,0,,,17.333333333333332,17,0.477,0.477,0.92,0.92,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,25.833333333333332,25.833333333333332
2606,187,1,thetaR,thetaR,17.333333333333332,17,0.477,0.477,0.92,0.92,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,25.833333333333332,25.833333333333332
2607,187,2,n,n,17.333333333333332,17,0.477,0.477,0.92,0.92,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.04,0.04,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2608,187,3,Alfa,Alfa,17.333333333333332,17,0.477,0.477,0.92,0.92,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2609,187,4,Rmax_LTIR,Rmax_LTIR,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2610,187,5,thetaS,thetaS,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,18.0,18.0,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2611,187,6,Diffx,Diffx,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.05,4.05,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2612,187,7,StayGreen,StayGreen,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.65,4.65,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2613,187,8,PhyllFrmTassel,PhyllFrmTassel,17.333333333333332,17,0.477,0.477,1.0,1.0,3.3,3.3,4.65,4.65,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2614,187,9,JuvenileLeaves,JuvenileLeaves,20.0,20,0.477,0.477,1.0,1.0,3.3,3.3,4.65,4.65,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2615,187,10,Rmax_LTAR,Rmax_LTAR,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,3.3,3.3,4.65,4.65,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2616,187,11,Diffz,Diffz,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,3.3,3.3,4.65,4.65,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2617,187,12,LM_min,LM_min,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,3.3,3.3,4.65,4.65,130.0,130.0,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,25.833333333333332,25.833333333333332
2618,187,13,Ks,Ks,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,3.3,3.3,4.65,4.65,130.0,130.0,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.473,0.473,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,22.5,22.5
2619,188,0,,,20.0,20,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.05,4.05,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.086,0.086,0.473,0.473,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
2620,188,1,n,n,20.0,20,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.05,4.05,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.086,0.086,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,22.5,22.5
2621,188,2,StayGreen,StayGreen,20.0,20,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.086,0.086,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,22.5,22.5
2622,188,3,thetaR,thetaR,20.0,20,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,22.5,22.5
2623,188,4,Diffx,Diffx,20.0,20,0.5456666666666666,0.5456666666666666,0.92,0.92,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,22.5,22.5
2624,188,5,Rmax_LTIR,Rmax_LTIR,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,22.5,22.5
2625,188,6,Ks,Ks,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.473,0.473,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2626,188,7,thetaS,thetaS,20.0,20,0.5456666666666666,0.5456666666666666,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2627,188,8,Rmax_LTAR,Rmax_LTAR,20.0,20,0.477,0.477,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2628,188,9,JuvenileLeaves,JuvenileLeaves,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2629,188,10,Diffz,Diffz,17.333333333333332,17,0.477,0.477,1.0,1.0,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,0.9666666666666667,0.9666666666666667,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2630,188,11,PhyllFrmTassel,PhyllFrmTassel,17.333333333333332,17,0.477,0.477,1.0,1.0,3.3,3.3,4.65,4.65,112.5,112.5,22.0,22.0,0.9666666666666667,0.9666666666666667,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2631,188,12,LM_min,LM_min,17.333333333333332,17,0.477,0.477,1.0,1.0,3.3,3.3,4.65,4.65,124.16666666666667,124.16666666666667,22.0,22.0,0.9666666666666667,0.9666666666666667,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
2632,188,13,Alfa,Alfa,17.333333333333332,17,0.477,0.477,1.0,1.0,3.3,3.3,4.65,4.65,124.16666666666667,124.16666666666667,22.0,22.0,0.9666666666666667,0.9666666666666667,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
2633,189,0,,,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,130.0,130.0,22.0,22.0,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,22.5,22.5
2634,189,1,Diffx,Diffx,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,130.0,130.0,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,22.5,22.5
2635,189,2,StayGreen,StayGreen,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,130.0,130.0,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,22.5,22.5
2636,189,3,thetaR,thetaR,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,130.0,130.0,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,22.5,22.5
2637,189,4,LM_min,LM_min,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.04,0.04,1.72,1.72,22.5,22.5
2638,189,5,n,n,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.04,0.04,1.5066666666666666,1.5066666666666666,22.5,22.5
2639,189,6,Alfa,Alfa,20.0,20,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4156666666666667,0.4156666666666667,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,22.5,22.5
